2024-06-07 15:08:43	Autoreload is disabled because the development mode is off.
2024-06-07 15:08:44	Application started in 0.936 seconds.
2024-06-07 15:08:44	Responding at http://127.0.0.1:8888
2024-06-07 15:52:17	Autoreload is disabled because the development mode is off.
2024-06-07 15:52:18	Application started in 1.602 seconds.
2024-06-07 15:52:19	Responding at http://127.0.0.1:8888
2024-06-07 15:52:26	----------------- NEW EXECUTION-------------------
2024-06-07 15:54:12	ActionGesture	BrowRaise
2024-06-07 15:54:12	MonitorGestureStart	furhatos.event.monitors.MonitorGestureStart MonitorGestureStart{event_sessionId=, event_id=7a30fe36-f7fa-4fb5-908b-d6949a96af51, action=fc3d6188-fefe-4c54-9fb7-65a91180958a, event_name=furhatos.event.monitors.MonitorGestureStart, priority=0, event_time=2024-06-07 15:54:12.893}
2024-06-07 15:54:13	MonitorSpeechEnd	furhatos.event.monitors.MonitorSpeechEnd MonitorSpeechEnd{event_sessionId=, event_id=8faa3f80-d101-469c-8f15-aa6d1f246913, action=1a3e1213-2381-43b8-b8c0-b25ff3591470, event_name=furhatos.event.monitors.MonitorSpeechEnd, emptyQueue=true, event_time=2024-06-07 15:54:13.41}
2024-06-07 15:54:13	MonitorGestureEnd	furhatos.event.monitors.MonitorGestureEnd MonitorGestureEnd{event_sessionId=, event_id=9da72b33-8c29-4ea2-9ff4-1d7384993327, action=fc3d6188-fefe-4c54-9fb7-65a91180958a, event_name=furhatos.event.monitors.MonitorGestureEnd, completed=true, priority=0, event_time=2024-06-07 15:54:13.895}
2024-06-07 15:54:13	ActionSpeech	furhatos.event.actions.ActionSpeech ActionSpeech{monitorWords=true, displayText=Trevligt att träffas, ifSilent=false, event_sessionId=, yielding=false, event_id=7cf6b9c0-7059-4360-88d4-10b059d4e07a, abort=true, speech=true, asynchronous=false, event_name=furhatos.event.actions.ActionSpeech, startWord=0, text=<prosody rate="1.0">Trevligt att träffas</prosody>, event_time=2024-06-07 15:54:13.916}
2024-06-07 15:54:14	RequestRobotVersion	furhatos.event.requests.RequestRobotVersion RequestRobotVersion{event_name=furhatos.event.requests.RequestRobotVersion, event_sessionId=, event_id=4cee6f61-9028-4b0d-bd11-6077003df3e5, event_time=2024-06-07 15:54:14.462}
2024-06-07 15:54:14	ResponseRobotVersion	furhatos.event.responses.ResponseRobotVersion ResponseRobotVersion{event_name=furhatos.event.responses.ResponseRobotVersion, event_sessionId=, event_id=4c97178f-88ea-485f-95cd-f082b6173467, version=2, isSDK=true, event_time=2024-06-07 15:54:14.462}
2024-06-07 15:54:14	ActionLogTelemetry	furhatos.event.actions.ActionLogTelemetry ActionLogTelemetry{telemetryEvents={voice=Elin-Neural, volume=-1, gender=FEMALE, provider=Amazon Polly, sessionID=12962dc9-02af-4762-99b2-e3e7e1d7004e, type=Text, languageCode=sv-SE, category=VOICE, userID=8cdb197703075523dd28343ea018ca90726af9cb9cf33368ba39e5a578c50ac5, systemTimestamp=2024-06-07T15:54:14.467+02:00}, event_name=furhatos.event.actions.ActionLogTelemetry, event_sessionId=, event_id=a335f367-6274-4ca1-b1af-04f144ad05f9, category=VOICE, event_time=2024-06-07 15:54:14.465}
2024-06-07 15:54:14	MonitorLogTelemetry	furhatos.event.monitors.MonitorLogTelemetry MonitorLogTelemetry{event_name=furhatos.event.monitors.MonitorLogTelemetry, event_sessionId=, event_id=613dba34-a5ec-41b4-9679-d21abed800e8, success=true, event_time=2024-06-07 15:54:14.47}
2024-06-07 15:54:14	ActionLipSync	furhatos.event.actions.ActionLipSync ActionLipSync{event_sessionId=, event_id=1fc58981-7059-47ad-827b-943f322a9daa, action=7cf6b9c0-7059-4360-88d4-10b059d4e07a, phones=Transcription{phones=[Phone{name=D, start=0.03, end=0.10, prominent=false, word=Trevligt}, Phone{name=RA, start=0.10, end=0.15, prominent=false}, Phone{name=EI, start=0.15, end=0.30, prominent=false}, Phone{name=F, start=0.30, end=0.36, prominent=false}, Phone{name=D, start=0.36, end=0.41, prominent=false}, Phone{name=J, start=0.41, end=0.49, prominent=false}, Phone{name=D, start=0.49, end=0.55, prominent=false}, Phone{name=AU, start=0.55, end=0.60, prominent=false, word=att}, Phone{name=D, start=0.60, end=0.68, prominent=false}, Phone{name=D, start=0.68, end=0.75, prominent=false, word=träffas}, Phone{name=RA, start=0.75, end=0.79, prominent=false}, Phone{name=EH, start=0.79, end=0.86, prominent=false}, Phone{name=F, start=0.86, end=1.00, prominent=false}, Phone{name=AU, start=1.00, end=1.11, prominent=true}, Phone{name=S, start=1.11, end=1.35, prominent=false}, Phone{name=_s, start=1.35, end=1.40, prominent=false}]}, event_name=furhatos.event.actions.ActionLipSync, event_time=2024-06-07 15:54:14.47}
2024-06-07 15:54:14	MonitorLipSyncStart	furhatos.event.monitors.MonitorLipSyncStart MonitorLipSyncStart{action=7cf6b9c0-7059-4360-88d4-10b059d4e07a, event_name=furhatos.event.monitors.MonitorLipSyncStart, event_sessionId=, event_id=c39a636a-1233-4a31-950a-aa8ebad00ab3, event_time=2024-06-07 15:54:14.48}
2024-06-07 15:54:14	MonitorSpeechStart	<prosody rate="1.0">Trevligt att träffas</prosody>	1350
2024-06-07 15:54:14	MonitorSpeechWord	furhatos.event.monitors.MonitorSpeechWord MonitorSpeechWord{event_sessionId=, event_id=b6b3b45a-1ed5-4075-9ce6-b010c8fc4cd9, action=7cf6b9c0-7059-4360-88d4-10b059d4e07a, event_name=furhatos.event.monitors.MonitorSpeechWord, position=0, word=Trevligt, event_time=2024-06-07 15:54:14.723}
2024-06-07 15:54:15	MonitorSpeechWord	furhatos.event.monitors.MonitorSpeechWord MonitorSpeechWord{event_sessionId=, event_id=97439513-fc1c-400a-8731-4d3294e1938a, action=7cf6b9c0-7059-4360-88d4-10b059d4e07a, event_name=furhatos.event.monitors.MonitorSpeechWord, position=1, word=att, event_time=2024-06-07 15:54:15.256}
2024-06-07 15:54:15	MonitorSpeechWord	furhatos.event.monitors.MonitorSpeechWord MonitorSpeechWord{event_sessionId=, event_id=d5d819cf-f4f8-416d-ac04-a8d74be1fe25, action=7cf6b9c0-7059-4360-88d4-10b059d4e07a, event_name=furhatos.event.monitors.MonitorSpeechWord, position=2, word=träffas, event_time=2024-06-07 15:54:15.38}
2024-06-07 15:54:15	MonitorSpeechProminence	furhatos.event.monitors.MonitorSpeechProminence MonitorSpeechProminence{action=7cf6b9c0-7059-4360-88d4-10b059d4e07a, event_name=furhatos.event.monitors.MonitorSpeechProminence, event_sessionId=, event_id=cfdd815a-824b-4997-a6e4-f05c054c1235, event_time=2024-06-07 15:54:15.692}
2024-06-07 15:54:15	ActionGesture	BrowRaise
2024-06-07 15:54:15	MonitorGestureStart	furhatos.event.monitors.MonitorGestureStart MonitorGestureStart{event_sessionId=, event_id=8f6d73fa-e916-47ee-be3f-d64bd61505d1, action=68d9f829-3c94-4db7-b3e0-9d44432899d5, event_name=furhatos.event.monitors.MonitorGestureStart, priority=0, event_time=2024-06-07 15:54:15.703}
2024-06-07 15:54:16	MonitorSpeechEnd	furhatos.event.monitors.MonitorSpeechEnd MonitorSpeechEnd{event_sessionId=, event_id=f89b8961-40cc-467b-aee1-a74fed59dc6a, action=7cf6b9c0-7059-4360-88d4-10b059d4e07a, event_name=furhatos.event.monitors.MonitorSpeechEnd, emptyQueue=true, event_time=2024-06-07 15:54:16.174}
2024-06-07 15:54:16	ActionSpeech	furhatos.event.actions.ActionSpeech ActionSpeech{monitorWords=true, displayText=Hur är läget?, ifSilent=false, event_sessionId=, yielding=true, event_id=cddfc10a-4543-472e-9e1f-bc6dc5f7584a, abort=true, speech=true, asynchronous=false, event_name=furhatos.event.actions.ActionSpeech, startWord=0, text=<prosody rate="1.0">Hur är läget?</prosody>, event_time=2024-06-07 15:54:16.507}
2024-06-07 15:54:16	MonitorGestureEnd	furhatos.event.monitors.MonitorGestureEnd MonitorGestureEnd{event_sessionId=, event_id=4f6130dd-8058-47d6-9485-946c73de68f4, action=68d9f829-3c94-4db7-b3e0-9d44432899d5, event_name=furhatos.event.monitors.MonitorGestureEnd, completed=true, priority=0, event_time=2024-06-07 15:54:16.705}
2024-06-07 15:54:17	RequestRobotVersion	furhatos.event.requests.RequestRobotVersion RequestRobotVersion{event_name=furhatos.event.requests.RequestRobotVersion, event_sessionId=, event_id=805fec69-0f06-4247-b025-6c9f34957976, event_time=2024-06-07 15:54:17.065}
2024-06-07 15:54:17	ResponseRobotVersion	furhatos.event.responses.ResponseRobotVersion ResponseRobotVersion{event_name=furhatos.event.responses.ResponseRobotVersion, event_sessionId=, event_id=7070b042-27b3-4610-aabc-8a04b4354c0a, version=2, isSDK=true, event_time=2024-06-07 15:54:17.067}
2024-06-07 15:54:17	ActionLogTelemetry	furhatos.event.actions.ActionLogTelemetry ActionLogTelemetry{telemetryEvents={voice=Elin-Neural, volume=-1, gender=FEMALE, provider=Amazon Polly, sessionID=12962dc9-02af-4762-99b2-e3e7e1d7004e, type=Text, languageCode=sv-SE, category=VOICE, userID=8cdb197703075523dd28343ea018ca90726af9cb9cf33368ba39e5a578c50ac5, systemTimestamp=2024-06-07T15:54:17.075+02:00}, event_name=furhatos.event.actions.ActionLogTelemetry, event_sessionId=, event_id=2a5f3bac-110c-415d-87fe-f6aee7b77f96, category=VOICE, event_time=2024-06-07 15:54:17.069}
2024-06-07 15:54:17	ActionLipSync	furhatos.event.actions.ActionLipSync ActionLipSync{event_sessionId=, event_id=77e5d28d-7c53-497e-8b0f-d0800dff0238, action=cddfc10a-4543-472e-9e1f-bc6dc5f7584a, phones=Transcription{phones=[Phone{name=G, start=0.03, end=0.11, prominent=false, word=Hur}, Phone{name=W, start=0.11, end=0.16, prominent=false}, Phone{name=RA, start=0.16, end=0.22, prominent=false}, Phone{name=EH, start=0.22, end=0.26, prominent=false, word=är}, Phone{name=D, start=0.26, end=0.34, prominent=false, word=läget}, Phone{name=EH, start=0.34, end=0.46, prominent=false}, Phone{name=G, start=0.46, end=0.57, prominent=false}, Phone{name=AX, start=0.57, end=0.68, prominent=true}, Phone{name=D, start=0.68, end=0.91, prominent=false}, Phone{name=_s, start=0.91, end=0.96, prominent=false}]}, event_name=furhatos.event.actions.ActionLipSync, event_time=2024-06-07 15:54:17.075}
2024-06-07 15:54:17	MonitorLogTelemetry	furhatos.event.monitors.MonitorLogTelemetry MonitorLogTelemetry{event_name=furhatos.event.monitors.MonitorLogTelemetry, event_sessionId=, event_id=18b1b0b4-f862-4faa-be65-00df77a3691f, success=true, event_time=2024-06-07 15:54:17.076}
2024-06-07 15:54:17	MonitorLipSyncStart	furhatos.event.monitors.MonitorLipSyncStart MonitorLipSyncStart{action=cddfc10a-4543-472e-9e1f-bc6dc5f7584a, event_name=furhatos.event.monitors.MonitorLipSyncStart, event_sessionId=, event_id=a4127845-e162-4e63-821c-028ad4cf31c1, event_time=2024-06-07 15:54:17.083}
2024-06-07 15:54:17	MonitorGestureStart	furhatos.event.monitors.MonitorGestureStart MonitorGestureStart{event_sessionId=, event_id=f648672a-6579-472c-bc66-9c67816f8d44, action=950c658d-2c0c-40f2-822c-89c9c1f5537a, event_name=furhatos.event.monitors.MonitorGestureStart, priority=0, event_time=2024-06-07 15:54:17.157}
2024-06-07 15:54:17	MonitorSpeechStart	<prosody rate="1.0">Hur är läget?</prosody>	912
2024-06-07 15:54:17	MonitorSpeechWord	furhatos.event.monitors.MonitorSpeechWord MonitorSpeechWord{event_sessionId=, event_id=84ab5a11-256e-4d7a-ad10-7dec75f0ed7a, action=cddfc10a-4543-472e-9e1f-bc6dc5f7584a, event_name=furhatos.event.monitors.MonitorSpeechWord, position=0, word=Hur, event_time=2024-06-07 15:54:17.328}
2024-06-07 15:54:17	MonitorSpeechWord	furhatos.event.monitors.MonitorSpeechWord MonitorSpeechWord{event_sessionId=, event_id=87403c44-7943-4095-8b7b-93e02b48f560, action=cddfc10a-4543-472e-9e1f-bc6dc5f7584a, event_name=furhatos.event.monitors.MonitorSpeechWord, position=1, word=är, event_time=2024-06-07 15:54:17.531}
2024-06-07 15:54:17	MonitorGestureEnd	furhatos.event.monitors.MonitorGestureEnd MonitorGestureEnd{event_sessionId=, event_id=212067c4-12d3-462c-96d5-c7ce3f5615c9, action=950c658d-2c0c-40f2-822c-89c9c1f5537a, event_name=furhatos.event.monitors.MonitorGestureEnd, completed=true, priority=0, event_time=2024-06-07 15:54:17.563}
2024-06-07 15:54:17	MonitorSpeechWord	furhatos.event.monitors.MonitorSpeechWord MonitorSpeechWord{event_sessionId=, event_id=df3ddf2d-2798-415c-8e7b-b3f4cfb26a56, action=cddfc10a-4543-472e-9e1f-bc6dc5f7584a, event_name=furhatos.event.monitors.MonitorSpeechWord, position=2, word=läget, event_time=2024-06-07 15:54:17.563}
2024-06-07 15:54:17	MonitorSpeechProminence	furhatos.event.monitors.MonitorSpeechProminence MonitorSpeechProminence{action=cddfc10a-4543-472e-9e1f-bc6dc5f7584a, event_name=furhatos.event.monitors.MonitorSpeechProminence, event_sessionId=, event_id=845436b3-d25b-4b73-b40e-0f30d0344904, event_time=2024-06-07 15:54:17.877}
2024-06-07 15:54:17	ActionGesture	BrowRaise
2024-06-07 15:54:17	MonitorGestureStart	furhatos.event.monitors.MonitorGestureStart MonitorGestureStart{event_sessionId=, event_id=c2cef795-89aa-4c9d-873f-a56ef4b128e6, action=16ed1b40-618f-4a3b-8fa5-2d65c51a1626, event_name=furhatos.event.monitors.MonitorGestureStart, priority=0, event_time=2024-06-07 15:54:17.887}
2024-06-07 15:54:18	MonitorSpeechEnd	furhatos.event.monitors.MonitorSpeechEnd MonitorSpeechEnd{event_sessionId=, event_id=8fd678b7-fea3-4afd-97ef-7ac6e7fa1c67, action=cddfc10a-4543-472e-9e1f-bc6dc5f7584a, event_name=furhatos.event.monitors.MonitorSpeechEnd, emptyQueue=true, event_time=2024-06-07 15:54:18.314}
2024-06-07 15:54:18	ActionListen	furhatos.event.actions.ActionListen ActionListen{interimResults=false, endSilTimeout=1000, event_sessionId=, event_id=c9b95c8e-5435-467d-9130-5182e84974a8, event_name=furhatos.event.actions.ActionListen, noSpeechTimeout=20000, maxSpeechTimeout=15000, nbest=1, event_time=2024-06-07 15:54:18.327}
2024-06-07 15:54:18	ActionLogTelemetry	furhatos.event.actions.ActionLogTelemetry ActionLogTelemetry{telemetryEvents={provider=Google, language=Swedish (Sweden), sessionID=12962dc9-02af-4762-99b2-e3e7e1d7004e, microphone=Default, category=ASR, userID=8cdb197703075523dd28343ea018ca90726af9cb9cf33368ba39e5a578c50ac5, systemTimestamp=2024-06-07T15:54:18.336+02:00}, event_name=furhatos.event.actions.ActionLogTelemetry, event_sessionId=, event_id=b868127f-5f52-4760-984b-f3e31694d28a, category=ASR, event_time=2024-06-07 15:54:18.335}
2024-06-07 15:54:18	MonitorLogTelemetry	furhatos.event.monitors.MonitorLogTelemetry MonitorLogTelemetry{event_name=furhatos.event.monitors.MonitorLogTelemetry, event_sessionId=, event_id=5f3acfeb-d39a-46dd-8cd0-796916a1da24, success=true, event_time=2024-06-07 15:54:18.338}
2024-06-07 15:54:18	MonitorListenStart	furhatos.event.monitors.MonitorListenStart MonitorListenStart{action=c9b95c8e-5435-467d-9130-5182e84974a8, event_name=furhatos.event.monitors.MonitorListenStart, event_sessionId=, sensor=, event_id=84d37a42-267e-4fbb-b8e9-fa0ca96e7efa, event_time=2024-06-07 15:54:18.367}
2024-06-07 15:54:18	MonitorGestureEnd	furhatos.event.monitors.MonitorGestureEnd MonitorGestureEnd{event_sessionId=, event_id=906a8b1a-e302-4935-9566-cda0e8a4b614, action=16ed1b40-618f-4a3b-8fa5-2d65c51a1626, event_name=furhatos.event.monitors.MonitorGestureEnd, completed=true, priority=0, event_time=2024-06-07 15:54:18.894}
2024-06-07 15:54:19	MonitorGestureStart	furhatos.event.monitors.MonitorGestureStart MonitorGestureStart{event_sessionId=, event_id=63d25087-8a77-4437-aad5-fb76082e0f35, action=76e70aa7-d30f-42bc-b12f-ea7c1ee7aa73, event_name=furhatos.event.monitors.MonitorGestureStart, priority=0, event_time=2024-06-07 15:54:19.501}
2024-06-07 15:54:19	SenseTelemetrySkill	furhatos.event.senses.SenseTelemetrySkill SenseTelemetrySkill{nbStates=5, event_sessionId=, event_id=c01224ad-56f6-4ae3-9b5e-4a45c59fc00b, engagementPolicy=furhatos.skills.SimpleEngagementPolicy, nbStateTransitions=3, durationInMinutes=2.0, event_name=furhatos.event.senses.SenseTelemetrySkill, event_time=2024-06-07 15:54:19.754}
2024-06-07 15:54:19	ActionLogTelemetry	furhatos.event.actions.ActionLogTelemetry ActionLogTelemetry{telemetryEvents={nbStates=5, engagementPolicy=furhatos.skills.SimpleEngagementPolicy, nbStateTransitions=3, durationInMinutes=2.0, name=Isiser, sessionID=12962dc9-02af-4762-99b2-e3e7e1d7004e, category=INTERACTION, userID=8cdb197703075523dd28343ea018ca90726af9cb9cf33368ba39e5a578c50ac5, systemTimestamp=2024-06-07T15:54:19.763+02:00, hash=1d4bbd1e-5bee-49e3-92f8-0f15638ae48ee82da999-bdeb-4bf7-ad7a-0f6c8519d17f}, event_name=furhatos.event.actions.ActionLogTelemetry, event_sessionId=, event_id=550b242e-4130-406a-ac21-4e0ba1b52536, category=INTERACTION, event_time=2024-06-07 15:54:19.762}
2024-06-07 15:54:19	MonitorLogTelemetry	furhatos.event.monitors.MonitorLogTelemetry MonitorLogTelemetry{event_name=furhatos.event.monitors.MonitorLogTelemetry, event_sessionId=, event_id=827e4222-b219-450c-b0af-9cbd537dca0a, success=true, event_time=2024-06-07 15:54:19.764}
2024-06-07 15:54:19	MonitorGestureEnd	furhatos.event.monitors.MonitorGestureEnd MonitorGestureEnd{event_sessionId=, event_id=893d1dcd-25c3-4b09-8c0e-6f5a36191ab8, action=76e70aa7-d30f-42bc-b12f-ea7c1ee7aa73, event_name=furhatos.event.monitors.MonitorGestureEnd, completed=true, priority=0, event_time=2024-06-07 15:54:19.906}
2024-06-07 15:54:20	SenseSpeechStart	furhatos.event.senses.SenseSpeechStart SenseSpeechStart{event_sessionId=, event_id=beee8887-2067-40ef-a431-5e154164ad44, speakers=1, action=c9b95c8e-5435-467d-9130-5182e84974a8, event_name=furhatos.event.senses.SenseSpeechStart, userId=virtual-user-0, event_time=2024-06-07 15:54:20.535}
2024-06-07 15:54:20	ActionGesture	Smile
2024-06-07 15:54:20	MonitorGestureStart	furhatos.event.monitors.MonitorGestureStart MonitorGestureStart{event_sessionId=, event_id=a4cb8c2a-c71b-43c5-b51d-d070a039f624, action=1ea2f23a-934d-45fd-a0ae-060131241c70, event_name=furhatos.event.monitors.MonitorGestureStart, priority=0, event_time=2024-06-07 15:54:20.552}
2024-06-07 15:54:21	MonitorGestureEnd	furhatos.event.monitors.MonitorGestureEnd MonitorGestureEnd{event_sessionId=, event_id=5515f67a-2c33-4973-80fd-243b138d9c7e, action=1ea2f23a-934d-45fd-a0ae-060131241c70, event_name=furhatos.event.monitors.MonitorGestureEnd, completed=true, priority=0, event_time=2024-06-07 15:54:21.586}
2024-06-07 15:54:22	SenseSpeechEnd	furhatos.event.senses.SenseSpeechEnd SenseSpeechEnd{event_sessionId=, event_id=4ac6fc07-be3e-44d5-a3ca-8e1aa3d033ad, action=c9b95c8e-5435-467d-9130-5182e84974a8, cancelled=false, event_name=furhatos.event.senses.SenseSpeechEnd, userId=virtual-user-0, event_time=2024-06-07 15:54:22.225}
2024-06-07 15:54:22	SenseSpeech	okej	1688
2024-06-07 15:54:22	SenseNLUIntent	okej	Yes
2024-06-07 15:54:22	FlowEvent	NEW_FLOW_STATE	ReviewInstructions	0.2		CONDITION1	ReviewInstructions
2024-06-07 15:54:22	ActionLogExtended	furhatos.event.actions.ActionLogExtended ActionLogExtended{timeStamp=1717768462289, event_sessionId=, event_id=6d565b7c-a955-4768-a7e8-9e04f8b57512, log=GenericRecord:548 - Could not convert class furhatos.flow.kotlin.State to JSON
, origin=SYSTEM, event_name=furhatos.event.actions.ActionLogExtended, source=furhatos.records.GenericRecord.toJsonValue(GenericRecord.java:548), type=WARN, event_time=2024-06-07 15:54:22.289}
2024-06-07 15:54:22	ActionSpeech	furhatos.event.actions.ActionSpeech ActionSpeech{monitorWords=true, displayText=Jag har fått veta att du och jag ska fundera på åtta problem om elkretsar. Har du också fått reda på det?, ifSilent=false, event_sessionId=, yielding=true, event_id=38e7d449-650d-49e2-baf7-b92c79b270bf, abort=true, speech=true, asynchronous=false, event_name=furhatos.event.actions.ActionSpeech, startWord=0, text=<prosody rate="1.0">Jag har fått veta att du och jag ska fundera på åtta problem om elkretsar. Har du också fått reda på det?</prosody>, event_time=2024-06-07 15:54:22.417}
2024-06-07 15:54:22	RequestRobotVersion	furhatos.event.requests.RequestRobotVersion RequestRobotVersion{event_name=furhatos.event.requests.RequestRobotVersion, event_sessionId=, event_id=3db46c08-ac49-4adb-aa5e-78beb29fd642, event_time=2024-06-07 15:54:22.985}
2024-06-07 15:54:22	ResponseRobotVersion	furhatos.event.responses.ResponseRobotVersion ResponseRobotVersion{event_name=furhatos.event.responses.ResponseRobotVersion, event_sessionId=, event_id=3ceed8ce-12bf-4606-aeea-565199bf502c, version=2, isSDK=true, event_time=2024-06-07 15:54:22.985}
2024-06-07 15:54:22	ActionLogTelemetry	furhatos.event.actions.ActionLogTelemetry ActionLogTelemetry{telemetryEvents={voice=Elin-Neural, volume=-1, gender=FEMALE, provider=Amazon Polly, sessionID=12962dc9-02af-4762-99b2-e3e7e1d7004e, type=Text, languageCode=sv-SE, category=VOICE, userID=8cdb197703075523dd28343ea018ca90726af9cb9cf33368ba39e5a578c50ac5, systemTimestamp=2024-06-07T15:54:22.992+02:00}, event_name=furhatos.event.actions.ActionLogTelemetry, event_sessionId=, event_id=68bed2de-feea-4efb-b199-4f02ff046507, category=VOICE, event_time=2024-06-07 15:54:22.988}
2024-06-07 15:54:23	MonitorLogTelemetry	furhatos.event.monitors.MonitorLogTelemetry MonitorLogTelemetry{event_name=furhatos.event.monitors.MonitorLogTelemetry, event_sessionId=, event_id=4301ae32-910d-4ec5-ba45-97d76dd7337f, success=true, event_time=2024-06-07 15:54:22.994}
2024-06-07 15:54:23	ActionLipSync	furhatos.event.actions.ActionLipSync ActionLipSync{event_sessionId=, event_id=bee3ba8e-256d-480a-846a-1e528b9f8a8e, action=38e7d449-650d-49e2-baf7-b92c79b270bf, phones=Transcription{phones=[Phone{name=J, start=0.03, end=0.09, prominent=false, word=Jag}, Phone{name=AU, start=0.09, end=0.13, prominent=false}, Phone{name=G, start=0.13, end=0.15, prominent=false, word=har}, Phone{name=AU, start=0.15, end=0.17, prominent=false}, Phone{name=RA, start=0.17, end=0.22, prominent=false}, Phone{name=F, start=0.22, end=0.29, prominent=false, word=fått}, Phone{name=AO, start=0.29, end=0.36, prominent=false}, Phone{name=D, start=0.36, end=0.44, prominent=false}, Phone{name=F, start=0.44, end=0.49, prominent=false, word=veta}, Phone{name=EI, start=0.49, end=0.65, prominent=true}, Phone{name=D, start=0.65, end=0.76, prominent=false}, Phone{name=AU, start=0.76, end=0.86, prominent=false}, Phone{name=AU, start=0.86, end=0.91, prominent=false, word=att}, Phone{name=D, start=0.91, end=1.00, prominent=false}, Phone{name=D, start=1.00, end=1.06, prominent=false, word=du}, Phone{name=W, start=1.06, end=1.26, prominent=false}, Phone{name=AO, start=1.26, end=1.39, prominent=false, word=och}, Phone{name=J, start=1.39, end=1.48, prominent=false, word=jag}, Phone{name=AU, start=1.48, end=1.54, prominent=false}, Phone{name=S, start=1.54, end=1.60, prominent=false, word=ska}, Phone{name=G, start=1.60, end=1.66, prominent=false}, Phone{name=AU, start=1.66, end=1.70, prominent=false}, Phone{name=F, start=1.70, end=1.80, prominent=false, word=fundera}, Phone{name=EU, start=1.80, end=1.84, prominent=false}, Phone{name=D, start=1.84, end=1.91, prominent=false}, Phone{name=D, start=1.91, end=1.96, prominent=false}, Phone{name=EI, start=1.96, end=2.13, prominent=true}, Phone{name=RA, start=2.13, end=2.20, prominent=false}, Phone{name=AU, start=2.20, end=2.26, prominent=false}, Phone{name=B, start=2.26, end=2.36, prominent=false, word=på}, Phone{name=EU, start=2.36, end=2.41, prominent=false}, Phone{name=AO, start=2.41, end=2.54, prominent=false, word=åtta}, Phone{name=D, start=2.54, end=2.66, prominent=false}, Phone{name=AU, start=2.66, end=2.72, prominent=false}, Phone{name=B, start=2.72, end=2.80, prominent=false, word=problem}, Phone{name=RA, start=2.80, end=2.86, prominent=false}, Phone{name=W, start=2.86, end=2.90, prominent=false}, Phone{name=B, start=2.90, end=2.96, prominent=false}, Phone{name=D, start=2.96, end=3.01, prominent=false}, Phone{name=EI, start=3.01, end=3.16, prominent=true}, Phone{name=B, start=3.16, end=3.25, prominent=false}, Phone{name=AO, start=3.25, end=3.34, prominent=false, word=om}, Phone{name=B, start=3.34, end=3.42, prominent=false}, Phone{name=EI, start=3.42, end=3.56, prominent=true, word=elkretsar}, Phone{name=D, start=3.56, end=3.63, prominent=false}, Phone{name=G, start=3.63, end=3.71, prominent=false}, Phone{name=RA, start=3.71, end=3.75, prominent=false}, Phone{name=EH, start=3.75, end=3.83, prominent=false}, Phone{name=D, start=3.83, end=3.90, prominent=false}, Phone{name=S, start=3.90, end=3.99, prominent=false}, Phone{name=AU, start=3.99, end=4.09, prominent=false}, Phone{name=RA, start=4.09, end=4.24, prominent=false}, Phone{name=_s, start=4.24, end=4.73, prominent=false}, Phone{name=G, start=4.73, end=4.80, prominent=false, word=Har}, Phone{name=AU, start=4.80, end=4.86, prominent=false}, Phone{name=D, start=4.86, end=4.94, prominent=false, word=du}, Phone{name=W, start=4.94, end=4.99, prominent=false}, Phone{name=AO, start=4.99, end=5.09, prominent=false, word=också}, Phone{name=G, start=5.09, end=5.17, prominent=false}, Phone{name=S, start=5.17, end=5.26, prominent=false}, Phone{name=AO, start=5.26, end=5.29, prominent=false}, Phone{name=F, start=5.29, end=5.36, prominent=false, word=fått}, Phone{name=AO, start=5.36, end=5.41, prominent=false}, Phone{name=D, start=5.41, end=5.47, prominent=false}, Phone{name=RA, start=5.47, end=5.53, prominent=false, word=reda}, Phone{name=EI, start=5.53, end=5.66, prominent=false}, Phone{name=D, start=5.66, end=5.73, prominent=false}, Phone{name=AU, start=5.73, end=5.78, prominent=false}, Phone{name=B, start=5.78, end=5.86, prominent=false, word=på}, Phone{name=EU, start=5.86, end=5.91, prominent=false}, Phone{name=D, start=5.91, end=5.97, prominent=false, word=det}, Phone{name=EI, start=5.97, end=6.19, prominent=true}, Phone{name=_s, start=6.19, end=6.24, prominent=false}]}, event_name=furhatos.event.actions.ActionLipSync, event_time=2024-06-07 15:54:22.994}
2024-06-07 15:54:23	MonitorLipSyncStart	furhatos.event.monitors.MonitorLipSyncStart MonitorLipSyncStart{action=38e7d449-650d-49e2-baf7-b92c79b270bf, event_name=furhatos.event.monitors.MonitorLipSyncStart, event_sessionId=, event_id=4c13f74a-0c67-4bec-a084-7a1fc4ff7253, event_time=2024-06-07 15:54:23.01}
2024-06-07 15:54:23	MonitorSpeechStart	<prosody rate="1.0">Jag har fått veta att du och jag ska fundera på åtta problem om elkretsar. Har du också fått reda på det?</prosody>	6192
2024-06-07 15:54:23	MonitorSpeechWord	furhatos.event.monitors.MonitorSpeechWord MonitorSpeechWord{event_sessionId=, event_id=a3b04c2d-7838-4f28-9119-875f895c5352, action=38e7d449-650d-49e2-baf7-b92c79b270bf, event_name=furhatos.event.monitors.MonitorSpeechWord, position=0, word=Jag, event_time=2024-06-07 15:54:23.247}
