2024-06-10 16:28:52	Autoreload is disabled because the development mode is off.
2024-06-10 16:28:53	Application started in 0.896 seconds.
2024-06-10 16:28:54	Responding at http://127.0.0.1:8888
2024-06-10 16:28:56	----------------- NEW EXECUTION-------------------
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=495d3fe3-19f1-4c6d-a214-c742f9eca574, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.02, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.43, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.49, y=0.05, z=0.87}, rotation=Rotation{x=2.30, y=190.51, z=0.97}}, mouth=NULL, attending=nobody, sad=0.31, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:54.08}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=b81b5267-fd05-405b-9e1d-ca77e9b01d96, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.02, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.42, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=1.00, y=191.55, z=1.14}}, mouth=NULL, attending=nobody, sad=0.31, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:54.083}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=f049c14e-cc96-4550-9a62-bcbcc359beb8, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.02, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.42, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=1.00, y=191.55, z=1.14}}, mouth=NULL, attending=nobody, sad=0.31, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:54.183}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=7da3f6a9-9916-4f09-aaa4-4cc42506f5f3, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.01, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.38, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=2.80, y=192.11, z=0.48}}, mouth=NULL, attending=nobody, sad=0.37, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:54.186}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=e482c2d5-0667-403d-bd1d-1f91e11f9986, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.02, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.40, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.49, y=0.05, z=0.87}, rotation=Rotation{x=1.97, y=191.42, z=-0.08}}, mouth=NULL, attending=nobody, sad=0.33, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:54.28}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=bb301ef8-40bb-4c6e-9aec-0f93aec305b1, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.02, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.43, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=2.56, y=194.64, z=-0.28}}, mouth=NULL, attending=nobody, sad=0.29, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:54.379}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=949b1cfe-9abf-45ac-a55a-6d2d853d79ba, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.02, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.43, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=2.56, y=194.64, z=-0.28}}, mouth=NULL, attending=nobody, sad=0.29, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:54.479}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=77fe53ea-5846-4836-9972-259e3fb610a1, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.02, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.34, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.49, y=0.05, z=0.87}, rotation=Rotation{x=0.91, y=188.72, z=0.78}}, mouth=NULL, attending=nobody, sad=0.41, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:54.482}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=5d2795e6-62a5-4020-a25a-05b9ab66074c, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.02, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.36, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.49, y=0.05, z=0.87}, rotation=Rotation{x=0.75, y=192.20, z=0.21}}, mouth=NULL, attending=nobody, sad=0.35, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:54.579}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=4ce1ed78-349a-4516-80db-9cf92dd86baa, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.02, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.42, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=2.92, y=194.36, z=-0.14}}, mouth=NULL, attending=nobody, sad=0.31, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:54.679}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=d7112343-7126-4002-a725-d3bc5ad19d6b, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.02, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.42, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=2.92, y=194.36, z=-0.14}}, mouth=NULL, attending=nobody, sad=0.31, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:54.679}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=aea04bb4-7633-4b29-825b-941817bb4c9b, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.02, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.42, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=2.92, y=194.36, z=-0.14}}, mouth=NULL, attending=nobody, sad=0.31, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:54.779}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=ee7961eb-4627-4ed1-bd78-ab833c8684f8, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.01, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.41, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=2.04, y=192.15, z=0.40}}, mouth=NULL, attending=nobody, sad=0.30, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:54.781}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=1a8f7ca1-8caa-4f71-8462-420575ad507c, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.01, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.41, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=2.04, y=192.15, z=0.40}}, mouth=NULL, attending=nobody, sad=0.30, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:54.881}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=08e18310-f05f-4ff1-8dfe-44a753ecf46f, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.01, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.41, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=2.77, y=192.95, z=0.02}}, mouth=NULL, attending=nobody, sad=0.30, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:54.89}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=03dd664e-a14e-452f-8381-a284936f175e, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.02, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.42, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=2.95, y=192.91, z=0.30}}, mouth=NULL, attending=nobody, sad=0.30, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:54.985}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=916fca20-7e2e-4d10-9292-a5ddfe524b88, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.02, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.36, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.49, y=0.05, z=0.87}, rotation=Rotation{x=1.91, y=193.14, z=-0.31}}, mouth=NULL, attending=nobody, sad=0.34, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:55.088}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=e2444f53-8e8b-4fc7-8f9b-859e10aea6c8, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.02, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.36, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.49, y=0.05, z=0.87}, rotation=Rotation{x=1.91, y=193.14, z=-0.31}}, mouth=NULL, attending=nobody, sad=0.34, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:55.088}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=3d467b64-88c9-4ea5-9ba1-5dfa230a3404, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.01, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.37, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.49, y=0.05, z=0.87}, rotation=Rotation{x=1.89, y=190.91, z=-0.49}}, mouth=NULL, attending=nobody, sad=0.36, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:55.181}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=f955eeeb-114e-4fec-bfdf-053ce42f329f, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.01, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.37, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=2.80, y=193.72, z=0.12}}, mouth=NULL, attending=nobody, sad=0.37, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:55.28}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=9fea471f-9d1d-46f2-bce8-b45d2bdc1997, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.01, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.36, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=2.50, y=193.65, z=0.66}}, mouth=NULL, attending=nobody, sad=0.39, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:55.379}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=d78bc77a-746a-40d3-9e95-20caf737d0f1, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.01, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.36, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=2.50, y=193.65, z=0.66}}, mouth=NULL, attending=nobody, sad=0.39, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:55.48}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=84dc2359-8b3c-44a9-9318-76cb893f6453, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.01, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.39, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=2.35, y=193.58, z=0.47}}, mouth=NULL, attending=nobody, sad=0.36, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:55.483}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=722ffdd3-049a-47d5-8c84-e187d86de728, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.01, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.37, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=1.90, y=190.56, z=0.49}}, mouth=NULL, attending=nobody, sad=0.39, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:55.572}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=76ba6772-847b-495d-bf62-52264507452c, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.01, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.37, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=1.90, y=190.56, z=0.49}}, mouth=NULL, attending=nobody, sad=0.39, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:55.672}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=ca5b2fc6-8b5b-49c4-9af9-321bc45fb902, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.01, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.31, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.49, y=0.05, z=0.87}, rotation=Rotation{x=-0.20, y=191.57, z=1.07}}, mouth=NULL, attending=nobody, sad=0.45, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:55.675}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=b53bf905-86a1-4ed0-8ca2-260d71231098, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.01, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.31, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.49, y=0.05, z=0.87}, rotation=Rotation{x=-0.20, y=191.57, z=1.07}}, mouth=NULL, attending=nobody, sad=0.45, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:55.775}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=736f611c-8ed0-4664-98d4-28d0a2645233, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.01, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.36, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=1.84, y=190.98, z=0.91}}, mouth=NULL, attending=nobody, sad=0.41, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:55.781}
2024-06-10 16:28:56	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=f418914c-3177-4e6d-a58d-e9c78cd22c7b, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.01, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.36, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.48, y=0.05, z=0.86}, rotation=Rotation{x=1.84, y=190.98, z=0.91}}, mouth=NULL, attending=nobody, sad=0.41, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:28:55.881}
